Transaction_ID,User_ID,Transaction_Date,Category,Merchant_Type,Payment_Mode,Amount_INR,Status,Month,Year,Merchant_ID
T023321,U03722,2024-08-30,Fuel,Offline,UPI,126.13,Failed,2024-08,2024,M002
T023322,U00589,2025-10-14,Education,Offline,UPI,149.55,Success,2025-10,2025,M014
T023323,U03427,2020-09-28,Bills,Online,QR Code,81.14,Success,2020-09,2020,M008
T023324,U03353,2022-12-08,Shopping,Small Business,UPI,256.17,Success,2022-12,2022,M020
T023325,U00669,2023-10-09,Food & Dining,Online,UPI,1260.32,Success,2023-10,2023,M005
T023326,U01699,2025-08-03,Grocery,Offline,QR Code,359.48,Success,2025-08,2025,M019
T023327,U00564,2022-07-24,Bills,Offline,UPI,271.97,Success,2022-07,2022,M005
T023328,U02545,2026-06-17,Mobile Recharge,Online,UPI,134.31,Success,2026-06,2026,M010
T023329,U03285,2023-10-09,Fuel,Offline,QR Code,71.42,Success,2023-10,2023,M011
T023330,U00908,2025-05-21,Fuel,Offline,Bill Payment,346.79,Success,2025-05,2025,M004
T023331,U04272,2022-11-26,Utilities,Offline,UPI,649.8,Success,2022-11,2022,M018
T023332,U02759,2022-06-26,Education,Online,Bill Payment,662.55,Success,2022-06,2022,M017
T023333,U00085,2021-12-19,Shopping,Large Merchant,QR Code,24.74,Success,2021-12,2021,M008
T023334,U02613,2024-10-24,Travel,Online,Recharge,44.43,Success,2024-10,2024,M006
T023335,U01604,2024-04-16,Fuel,Online,QR Code,71.44,Failed,2024-04,2024,M016
T023336,U04721,2020-12-29,Fuel,Offline,Online Payment,171.32,Success,2020-12,2020,M016
T023337,U03873,2024-08-13,Grocery,Offline,UPI,147.21,Success,2024-08,2024,M012
T023338,U01992,2021-08-08,Shopping,Online,UPI,559.05,Success,2021-08,2021,M010
T023339,U04370,2023-07-24,Fuel,Large Merchant,UPI,311.89,Success,2023-07,2023,M008
T023340,U04656,2020-07-21,Other,Large Merchant,Bill Payment,268.67,Success,2020-07,2020,M020
T023341,U03153,2025-04-15,Food & Dining,Small Business,UPI,57.1,Success,2025-04,2025,M020
T023342,U04687,2021-09-06,Mobile Recharge,Offline,UPI,166.03,Success,2021-09,2021,M009
T023343,U00671,2020-06-23,Education,Offline,UPI,94.52,Success,2020-06,2020,M004
T023344,U01448,2023-05-19,Food & Dining,Small Business,Bill Payment,43.26,Success,2023-05,2023,M016
T023345,U02609,2023-06-30,Education,Online,UPI,403.54,Success,2023-06,2023,M007
T023346,U04269,2023-10-09,Shopping,Online,QR Code,42.97,Success,2023-10,2023,M013
T023347,U03752,2025-03-04,Mobile Recharge,Online,UPI,293.2,Success,2025-03,2025,M017
T023348,U03197,2023-03-23,Healthcare,Large Merchant,UPI,654.04,Success,2023-03,2023,M020
T023349,U00258,2023-08-12,Food & Dining,Online,Online Payment,156.49,Success,2023-08,2023,M005
T023350,U00693,2022-08-09,Entertainment,Offline,UPI,293.06,Success,2022-08,2022,M004
T023351,U01743,2024-04-13,Healthcare,Small Business,UPI,85.78,Success,2024-04,2024,M006
T023352,U00055,2022-07-22,Grocery,Online,UPI,290.54,Success,2022-07,2022,M015
T023353,U00152,2024-08-26,Bills,Online,UPI,431.6,Success,2024-08,2024,M014
T023354,U01798,2020-09-22,Grocery,Offline,UPI,67.84,Failed,2020-09,2020,M002
T023355,U02472,2026-01-31,Fuel,Offline,UPI,379.89,Success,2026-01,2026,M013
T023356,U03831,2021-05-22,Bills,Online,UPI,71.82,Success,2021-05,2021,M016
T023357,U01655,2024-07-09,Travel,Offline,QR Code,504.51,Success,2024-07,2024,M011
T023358,U04290,2023-10-19,Healthcare,Online,QR Code,137.16,Success,2023-10,2023,M009
T023359,U02301,2020-09-07,Healthcare,Small Business,QR Code,77.82,Success,2020-09,2020,M008
T023360,U01675,2021-04-30,Education,Offline,UPI,277.06,Success,2021-04,2021,M014
T023361,U02671,2020-07-15,Education,Online,UPI,303.5,Success,2020-07,2020,M014
T023362,U02713,2023-07-22,Fuel,Small Business,UPI,17.39,Success,2023-07,2023,M008
T023363,U00834,2023-10-21,Fuel,Online,UPI,306.19,Success,2023-10,2023,M006
T023364,U01161,2024-08-14,Shopping,Offline,QR Code,338.28,Success,2024-08,2024,M003
T023365,U02749,2026-04-21,Food & Dining,Online,UPI,119.73,Success,2026-04,2026,M006
T023366,U04337,2023-01-14,Travel,Offline,Recharge,214.07,Success,2023-01,2023,M018
T023367,U02235,2026-02-06,Other,Online,QR Code,217.15,Success,2026-02,2026,M019
T023368,U03479,2026-01-05,Travel,Online,Bill Payment,78.51,Success,2026-01,2026,M008
T023369,U01000,2023-09-23,Education,Large Merchant,UPI,54.97,Success,2023-09,2023,M004
T023370,U03713,2022-12-08,Bills,Offline,UPI,233.32,Success,2022-12,2022,M010
T023371,U01744,2025-04-28,Grocery,Online,UPI,152.02,Success,2025-04,2025,M006
T023372,U01565,2022-11-28,Fuel,Large Merchant,QR Code,148.41,Success,2022-11,2022,M016
T023373,U02214,2021-07-08,Shopping,Offline,UPI,231.78,Success,2021-07,2021,M019
T023374,U00004,2023-05-14,Entertainment,Small Business,UPI,180.1,Success,2023-05,2023,M007
T023375,U03812,2020-08-13,Food & Dining,Small Business,QR Code,109.67,Success,2020-08,2020,M010
T023376,U03638,2025-09-10,Travel,Offline,Recharge,79.03,Failed,2025-09,2025,M004
T023377,U04348,2023-12-27,Food & Dining,Offline,Recharge,156.01,Success,2023-12,2023,M014
T023378,U00472,2020-01-02,Education,Online,UPI,86.31,Success,2020-01,2020,M001
T023379,U02547,2024-03-14,Grocery,Offline,UPI,189.81,Success,2024-03,2024,M002
T023380,U02314,2020-10-29,Utilities,Small Business,UPI,85.72,Success,2020-10,2020,M008
T023381,U01260,2021-05-01,Entertainment,Small Business,Recharge,322.83,Success,2021-05,2021,M015
T023382,U01974,2024-04-07,Entertainment,Online,QR Code,208.67,Success,2024-04,2024,M016
T023383,U01208,2021-01-24,Travel,Online,QR Code,243.87,Success,2021-01,2021,M004
T023384,U01790,2023-08-13,Shopping,Offline,UPI,28.87,Success,2023-08,2023,M010
T023385,U02064,2025-07-29,Travel,Online,UPI,607.75,Success,2025-07,2025,M010
T023386,U04880,2022-09-16,Fuel,Small Business,Bill Payment,36.96,Success,2022-09,2022,M009
T023387,U03170,2023-06-02,Travel,Offline,Recharge,93.89,Success,2023-06,2023,M006
T023388,U03587,2022-01-09,Bills,Offline,Online Payment,477.82,Success,2022-01,2022,M006
T023389,U03414,2021-05-17,Fuel,Online,UPI,133.33,Success,2021-05,2021,M016
T023390,U00796,2024-05-04,Other,Offline,UPI,383.46,Success,2024-05,2024,M006
T023391,U03686,2021-01-26,Education,Small Business,UPI,371.11,Success,2021-01,2021,M004
T023392,U04714,2024-10-01,Grocery,Offline,UPI,194.1,Success,2024-10,2024,M011
T023393,U01704,2020-10-09,Healthcare,Online,UPI,206.26,Success,2020-10,2020,M008
T023394,U02645,2020-07-07,Other,Offline,QR Code,169.86,Success,2020-07,2020,M011
T023395,U03041,2020-05-04,Mobile Recharge,Offline,QR Code,82.94,Success,2020-05,2020,M017
T023396,U04483,2024-12-19,Food & Dining,Offline,UPI,317.44,Success,2024-12,2024,M012
T023397,U00904,2022-07-28,Education,Online,UPI,223.53,Success,2022-07,2022,M009
T023398,U01447,2021-05-01,Entertainment,Online,UPI,660.86,Success,2021-05,2021,M002
T023399,U04043,2022-07-24,Education,Small Business,Online Payment,340.67,Success,2022-07,2022,M017
T023400,U03498,2024-12-27,Shopping,Offline,UPI,134.2,Success,2024-12,2024,M008
T023401,U00925,2025-06-02,Grocery,Offline,UPI,273.09,Success,2025-06,2025,M016
T023402,U02836,2021-02-11,Other,Large Merchant,UPI,720.61,Success,2021-02,2021,M001
T023403,U03295,2023-09-03,Bills,Online,Bill Payment,161.12,Success,2023-09,2023,M009
T023404,U04433,2022-03-18,Travel,Large Merchant,UPI,421.2,Success,2022-03,2022,M016
T023405,U02212,2020-12-23,Healthcare,Small Business,QR Code,90.81,Success,2020-12,2020,M019
T023406,U04321,2020-09-29,Travel,Offline,UPI,1037.81,Success,2020-09,2020,M001
T023407,U04133,2022-11-01,Bills,Offline,UPI,495.0,Success,2022-11,2022,M002
T023408,U03042,2023-03-12,Mobile Recharge,Online,UPI,288.3,Success,2023-03,2023,M002
T023409,U03434,2023-04-05,Grocery,Offline,UPI,197.36,Success,2023-04,2023,M020
T023410,U04882,2020-09-25,Mobile Recharge,Offline,UPI,72.53,Success,2020-09,2020,M011
T023411,U03602,2025-11-11,Grocery,Offline,Bill Payment,337.73,Success,2025-11,2025,M020
T023412,U01221,2025-11-23,Grocery,Large Merchant,UPI,147.15,Success,2025-11,2025,M014
T023413,U04172,2024-12-15,Fuel,Online,UPI,174.09,Success,2024-12,2024,M009
T023414,U04857,2024-10-02,Shopping,Offline,Online Payment,246.07,Success,2024-10,2024,M007
T023415,U03384,2023-08-29,Bills,Large Merchant,QR Code,289.35,Success,2023-08,2023,M016
T023416,U02562,2024-06-15,Bills,Online,UPI,176.19,Success,2024-06,2024,M008
T023417,U01813,2020-08-23,Travel,Offline,Bill Payment,226.63,Success,2020-08,2020,M005
T023418,U02320,2020-02-29,Food & Dining,Small Business,UPI,136.31,Success,2020-02,2020,M011
T023419,U00676,2021-11-26,Mobile Recharge,Offline,Recharge,95.19,Success,2021-11,2021,M017
T023420,U00099,2023-12-03,Bills,Small Business,UPI,98.75,Success,2023-12,2023,M008
T023421,U00098,2023-10-15,Fuel,Online,UPI,260.42,Success,2023-10,2023,M009
T023422,U01556,2022-08-05,Utilities,Large Merchant,UPI,61.43,Success,2022-08,2022,M004
T023423,U03660,2025-11-04,Healthcare,Offline,UPI,863.54,Success,2025-11,2025,M011
T023424,U01261,2022-01-17,Fuel,Offline,UPI,815.85,Success,2022-01,2022,M008
T023425,U00371,2024-01-17,Food & Dining,Online,UPI,198.58,Success,2024-01,2024,M014
T023426,U01175,2021-01-11,Education,Offline,QR Code,108.04,Success,2021-01,2021,M014
T023427,U04089,2021-01-21,Travel,Offline,Recharge,83.8,Success,2021-01,2021,M015
T023428,U04781,2025-02-11,Travel,Offline,QR Code,158.47,Success,2025-02,2025,M001
T023429,U04548,2020-03-03,Travel,Large Merchant,UPI,185.64,Success,2020-03,2020,M018
T023430,U01072,2020-08-17,Fuel,Offline,QR Code,100.07,Success,2020-08,2020,M018
T023431,U02674,2026-04-04,Travel,Offline,QR Code,449.12,Success,2026-04,2026,M006
T023432,U03455,2026-04-13,Food & Dining,Online,QR Code,173.66,Success,2026-04,2026,M011
T023433,U03151,2021-01-20,Shopping,Offline,QR Code,394.49,Failed,2021-01,2021,M013
T023434,U01355,2022-11-27,Healthcare,Small Business,QR Code,141.99,Success,2022-11,2022,M010
T023435,U02815,2021-06-02,Bills,Small Business,QR Code,167.72,Success,2021-06,2021,M015
T023436,U03264,2023-01-05,Utilities,Offline,UPI,166.85,Success,2023-01,2023,M005
T023437,U03832,2024-01-06,Bills,Small Business,QR Code,290.31,Success,2024-01,2024,M013
T023438,U02830,2024-11-27,Utilities,Large Merchant,Bill Payment,969.41,Success,2024-11,2024,M017
T023439,U01771,2020-02-06,Utilities,Offline,UPI,282.33,Success,2020-02,2020,M018
T023440,U00946,2021-02-12,Education,Offline,UPI,448.19,Success,2021-02,2021,M011
T023441,U01384,2022-04-23,Entertainment,Offline,UPI,1745.91,Success,2022-04,2022,M016
T023442,U02953,2024-01-26,Grocery,Large Merchant,UPI,229.99,Success,2024-01,2024,M020
T023443,U00044,2021-07-07,Food & Dining,Online,Recharge,55.04,Success,2021-07,2021,M011
T023444,U01760,2025-09-27,Healthcare,Offline,UPI,49.71,Success,2025-09,2025,M004
T023445,U02265,2025-01-11,Healthcare,Offline,UPI,299.78,Success,2025-01,2025,M003
T023446,U01728,2020-09-02,Fuel,Large Merchant,QR Code,48.0,Success,2020-09,2020,M020
T023447,U01035,2020-01-02,Fuel,Small Business,Online Payment,150.37,Success,2020-01,2020,M001
T023448,U02527,2022-10-11,Travel,Offline,UPI,60.56,Success,2022-10,2022,M011
T023449,U00894,2025-04-07,Other,Small Business,UPI,156.67,Success,2025-04,2025,M009
T023450,U00569,2025-10-10,Shopping,Online,Recharge,293.84,Success,2025-10,2025,M008
T023451,U01759,2022-05-29,Grocery,Offline,Recharge,199.06,Success,2022-05,2022,M002
T023452,U00105,2025-02-14,Food & Dining,Online,UPI,315.97,Success,2025-02,2025,M015
T023453,U04050,2020-12-07,Shopping,Offline,UPI,775.66,Success,2020-12,2020,M017
T023454,U03665,2025-10-15,Shopping,Small Business,UPI,225.41,Success,2025-10,2025,M019
T023455,U00621,2023-11-02,Grocery,Offline,Online Payment,394.01,Success,2023-11,2023,M013
T023456,U02903,2021-12-26,Travel,Small Business,UPI,678.14,Success,2021-12,2021,M003
T023457,U04646,2025-05-25,Utilities,Offline,Online Payment,451.63,Success,2025-05,2025,M015
T023458,U02680,2020-02-26,Food & Dining,Online,UPI,187.67,Success,2020-02,2020,M019
T023459,U02055,2023-08-02,Healthcare,Large Merchant,Recharge,1626.74,Success,2023-08,2023,M006
T023460,U02978,2024-01-19,Education,Offline,UPI,297.17,Success,2024-01,2024,M010
T023461,U02690,2024-10-12,Education,Small Business,Recharge,113.32,Success,2024-10,2024,M010
T023462,U01218,2020-07-11,Entertainment,Offline,UPI,108.21,Success,2020-07,2020,M013
T023463,U02710,2025-04-19,Other,Offline,Bill Payment,346.91,Pending,2025-04,2025,M003
T023464,U04026,2023-02-19,Healthcare,Offline,UPI,132.75,Success,2023-02,2023,M016
T023465,U04344,2025-03-10,Food & Dining,Offline,Online Payment,169.22,Success,2025-03,2025,M008
T023466,U03969,2025-11-20,Healthcare,Small Business,UPI,108.83,Success,2025-11,2025,M014
T023467,U01634,2021-10-28,Bills,Offline,UPI,299.86,Success,2021-10,2021,M006
T023468,U00037,2021-08-08,Grocery,Small Business,QR Code,121.8,Success,2021-08,2021,M001
T023469,U04669,2020-12-19,Bills,Offline,Bill Payment,361.51,Success,2020-12,2020,M009
T023470,U02011,2026-01-31,Other,Large Merchant,UPI,302.12,Success,2026-01,2026,M015
T023471,U04750,2025-08-23,Fuel,Online,Recharge,887.62,Success,2025-08,2025,M005
T023472,U01617,2022-06-16,Other,Offline,UPI,37.58,Success,2022-06,2022,M012
T023473,U02125,2020-02-13,Entertainment,Online,QR Code,169.21,Success,2020-02,2020,M014
T023474,U00879,2024-05-23,Bills,Offline,QR Code,71.15,Success,2024-05,2024,M003
T023475,U03335,2025-09-16,Shopping,Online,Online Payment,154.51,Success,2025-09,2025,M009
T023476,U02639,2021-06-07,Education,Offline,Recharge,122.54,Success,2021-06,2021,M019
T023477,U01449,2023-02-02,Utilities,Online,UPI,528.04,Success,2023-02,2023,M014
T023478,U03855,2023-10-19,Travel,Offline,Online Payment,417.2,Success,2023-10,2023,M014
T023479,U03819,2021-10-19,Mobile Recharge,Large Merchant,UPI,264.91,Success,2021-10,2021,M015
T023480,U00740,2024-11-29,Healthcare,Online,QR Code,498.6,Failed,2024-11,2024,M011
T023481,U04143,2023-09-11,Utilities,Offline,UPI,513.21,Success,2023-09,2023,M001
T023482,U01151,2025-07-16,Entertainment,Online,Recharge,396.42,Success,2025-07,2025,M007
T023483,U02564,2025-02-05,Entertainment,Online,Online Payment,338.16,Success,2025-02,2025,M005
T023484,U04425,2022-02-15,Healthcare,Small Business,UPI,131.76,Success,2022-02,2022,M006
T023485,U00353,2024-09-25,Fuel,Offline,Recharge,322.47,Success,2024-09,2024,M019
T023486,U04284,2024-07-21,Food & Dining,Online,Online Payment,1529.08,Success,2024-07,2024,M016
T023487,U04808,2022-01-25,Utilities,Offline,QR Code,527.45,Success,2022-01,2022,M007
T023488,U04687,2021-07-12,Healthcare,Large Merchant,Online Payment,96.13,Success,2021-07,2021,M014
T023489,U00230,2020-11-15,Mobile Recharge,Small Business,QR Code,52.03,Success,2020-11,2020,M011
T023490,U00321,2020-10-29,Shopping,Offline,UPI,97.92,Success,2020-10,2020,M018
T023491,U02534,2023-01-03,Bills,Large Merchant,UPI,50.58,Success,2023-01,2023,M003
T023492,U01396,2023-11-05,Utilities,Small Business,UPI,79.87,Success,2023-11,2023,M020
T023493,U03739,2023-08-14,Entertainment,Offline,UPI,218.4,Success,2023-08,2023,M013
T023494,U04174,2020-10-31,Entertainment,Offline,UPI,202.36,Success,2020-10,2020,M015
T023495,U01624,2025-09-08,Other,Large Merchant,Recharge,664.86,Success,2025-09,2025,M014
T023496,U03920,2020-01-08,Food & Dining,Online,QR Code,296.52,Success,2020-01,2020,M008
T023497,U00193,2023-12-15,Food & Dining,Offline,UPI,275.42,Success,2023-12,2023,M002
T023498,U00809,2020-01-08,Food & Dining,Offline,UPI,167.46,Success,2020-01,2020,M004
T023499,U03658,2024-11-09,Shopping,Online,Online Payment,1202.35,Success,2024-11,2024,M007
T023500,U01834,2023-04-29,Utilities,Online,QR Code,313.82,Success,2023-04,2023,M017
T023501,U04515,2020-09-12,Other,Offline,QR Code,493.84,Success,2020-09,2020,M008
T023502,U00817,2026-03-30,Bills,Offline,UPI,270.31,Success,2026-03,2026,M002
T023503,U04517,2021-11-28,Education,Offline,QR Code,1103.23,Success,2021-11,2021,M011
T023504,U02364,2022-04-18,Other,Offline,Online Payment,20.29,Failed,2022-04,2022,M008
T023505,U04108,2025-04-07,Shopping,Small Business,Bill Payment,199.6,Success,2025-04,2025,M010
T023506,U02427,2024-06-24,Grocery,Small Business,UPI,1536.34,Success,2024-06,2024,M018
T023507,U02858,2021-03-05,Travel,Online,UPI,45.79,Pending,2021-03,2021,M011
T023508,U04960,2022-11-11,Education,Online,Bill Payment,477.1,Success,2022-11,2022,M007
T023509,U00895,2024-09-30,Shopping,Online,QR Code,135.05,Success,2024-09,2024,M004
T023510,U02975,2023-07-16,Healthcare,Small Business,QR Code,407.06,Success,2023-07,2023,M005
T023511,U02836,2024-09-01,Fuel,Online,Recharge,406.11,Success,2024-09,2024,M011
T023512,U04982,2025-08-22,Travel,Large Merchant,UPI,315.55,Success,2025-08,2025,M004
T023513,U04741,2022-09-20,Bills,Small Business,Online Payment,411.26,Success,2022-09,2022,M004
T023514,U02248,2023-05-05,Fuel,Offline,UPI,87.43,Success,2023-05,2023,M020
T023515,U00572,2024-06-18,Entertainment,Online,Recharge,190.64,Success,2024-06,2024,M003
T023516,U03587,2020-09-23,Shopping,Online,UPI,377.29,Success,2020-09,2020,M019
T023517,U01146,2025-01-28,Utilities,Offline,QR Code,1071.34,Success,2025-01,2025,M011
T023518,U03300,2023-04-26,Entertainment,Offline,QR Code,315.27,Pending,2023-04,2023,M009
T023519,U04422,2020-10-29,Other,Offline,UPI,560.5,Success,2020-10,2020,M013
T023520,U03346,2025-08-13,Bills,Online,QR Code,25.97,Success,2025-08,2025,M015
T023521,U02396,2024-12-03,Entertainment,Online,QR Code,134.63,Success,2024-12,2024,M008
T023522,U04771,2025-09-09,Education,Offline,Online Payment,138.15,Success,2025-09,2025,M012
T023523,U01395,2024-07-11,Other,Offline,UPI,115.32,Success,2024-07,2024,M009
T023524,U03960,2024-10-10,Entertainment,Offline,QR Code,237.6,Success,2024-10,2024,M018
T023525,U02161,2026-02-27,Healthcare,Large Merchant,Online Payment,634.91,Success,2026-02,2026,M019
T023526,U04261,2021-06-25,Bills,Offline,Online Payment,477.7,Success,2021-06,2021,M010
T023527,U01505,2026-01-13,Healthcare,Large Merchant,UPI,522.67,Success,2026-01,2026,M006
T023528,U03472,2024-10-10,Shopping,Online,Recharge,351.66,Success,2024-10,2024,M016
T023529,U02021,2022-12-02,Shopping,Small Business,QR Code,141.62,Success,2022-12,2022,M016
T023530,U04284,2021-11-18,Bills,Offline,QR Code,156.17,Success,2021-11,2021,M011
T023531,U03863,2023-10-15,Food & Dining,Offline,Online Payment,77.17,Success,2023-10,2023,M015
T023532,U03979,2025-03-18,Grocery,Offline,Online Payment,238.36,Success,2025-03,2025,M006
T023533,U00304,2026-01-06,Fuel,Offline,UPI,87.63,Success,2026-01,2026,M018
T023534,U00072,2020-11-14,Shopping,Small Business,QR Code,143.87,Success,2020-11,2020,M002
T023535,U02648,2021-05-01,Bills,Online,Online Payment,115.24,Success,2021-05,2021,M003
T023536,U01897,2022-09-03,Travel,Offline,QR Code,279.47,Success,2022-09,2022,M011
T023537,U03898,2025-08-12,Travel,Offline,QR Code,1318.89,Success,2025-08,2025,M015
T023538,U01047,2023-09-22,Utilities,Large Merchant,UPI,335.48,Success,2023-09,2023,M016
T023539,U03769,2022-07-24,Bills,Online,Online Payment,72.41,Success,2022-07,2022,M010
T023540,U02131,2022-02-02,Healthcare,Offline,UPI,42.94,Success,2022-02,2022,M007
T023541,U01665,2025-03-23,Education,Small Business,QR Code,91.31,Success,2025-03,2025,M003
T023542,U00791,2022-06-29,Mobile Recharge,Large Merchant,Online Payment,323.31,Success,2022-06,2022,M011
T023543,U02415,2026-06-12,Utilities,Small Business,Bill Payment,178.44,Success,2026-06,2026,M006
T023544,U02117,2024-08-16,Bills,Large Merchant,QR Code,197.45,Success,2024-08,2024,M004
T023545,U00595,2022-06-19,Bills,Offline,QR Code,38.45,Success,2022-06,2022,M008
T023546,U01836,2023-04-12,Bills,Small Business,UPI,460.1,Success,2023-04,2023,M014
T023547,U02555,2020-01-24,Fuel,Small Business,UPI,333.44,Success,2020-01,2020,M015
T023548,U01262,2022-10-22,Mobile Recharge,Offline,UPI,324.16,Success,2022-10,2022,M013
T023549,U04381,2023-04-02,Fuel,Online,UPI,164.9,Failed,2023-04,2023,M009
T023550,U02433,2024-04-29,Entertainment,Online,UPI,121.08,Success,2024-04,2024,M010
T023551,U03010,2022-10-04,Healthcare,Large Merchant,UPI,359.85,Success,2022-10,2022,M013
T023552,U04545,2023-10-06,Healthcare,Online,UPI,604.4,Success,2023-10,2023,M004
T023553,U01226,2023-01-22,Mobile Recharge,Offline,QR Code,427.98,Failed,2023-01,2023,M015
T023554,U04306,2020-07-22,Grocery,Small Business,UPI,387.88,Success,2020-07,2020,M007
T023555,U04418,2020-02-06,Grocery,Offline,QR Code,455.97,Success,2020-02,2020,M017
T023556,U03758,2022-05-02,Utilities,Online,Online Payment,86.43,Success,2022-05,2022,M005
T023557,U02425,2021-09-25,Healthcare,Online,Recharge,111.88,Success,2021-09,2021,M017
T023558,U01241,2023-06-06,Utilities,Online,UPI,58.46,Success,2023-06,2023,M015
T023559,U03241,2021-02-22,Education,Offline,UPI,97.63,Success,2021-02,2021,M010
T023560,U04621,2024-02-25,Food & Dining,Offline,UPI,143.02,Success,2024-02,2024,M013
T023561,U04618,2024-10-29,Fuel,Online,UPI,185.47,Success,2024-10,2024,M019
T023562,U03646,2022-06-03,Education,Online,UPI,330.36,Success,2022-06,2022,M015
T023563,U00939,2020-11-23,Utilities,Small Business,Recharge,380.39,Success,2020-11,2020,M017
T023564,U00341,2023-03-24,Other,Online,Recharge,315.63,Success,2023-03,2023,M010
T023565,U04475,2022-10-27,Bills,Offline,Recharge,189.79,Success,2022-10,2022,M018
T023566,U01832,2025-08-13,Shopping,Offline,Bill Payment,414.51,Success,2025-08,2025,M018
T023567,U04413,2021-12-28,Grocery,Online,Recharge,110.92,Success,2021-12,2021,M002
T023568,U04623,2022-02-14,Other,Online,UPI,138.93,Success,2022-02,2022,M015
T023569,U00906,2025-09-23,Other,Offline,UPI,464.47,Success,2025-09,2025,M010
T023570,U04609,2026-03-02,Entertainment,Small Business,UPI,240.31,Success,2026-03,2026,M005
T023571,U03344,2023-05-09,Bills,Offline,QR Code,145.56,Success,2023-05,2023,M016
T023572,U02028,2026-04-16,Education,Offline,UPI,515.93,Success,2026-04,2026,M006
T023573,U04124,2023-05-20,Healthcare,Offline,Recharge,313.75,Success,2023-05,2023,M014
T023574,U04491,2021-11-16,Bills,Offline,UPI,189.64,Success,2021-11,2021,M013
T023575,U04821,2026-05-27,Bills,Offline,UPI,269.48,Success,2026-05,2026,M006
T023576,U00293,2025-06-07,Travel,Offline,Online Payment,450.1,Success,2025-06,2025,M009
T023577,U01273,2025-07-18,Shopping,Offline,UPI,353.26,Success,2025-07,2025,M010
T023578,U03490,2024-04-01,Utilities,Offline,UPI,150.0,Success,2024-04,2024,M008
T023579,U00970,2021-03-05,Grocery,Online,QR Code,26.55,Success,2021-03,2021,M019
T023580,U01975,2023-04-09,Mobile Recharge,Online,Bill Payment,152.15,Success,2023-04,2023,M006
T023581,U03716,2021-01-12,Other,Small Business,Recharge,223.69,Success,2021-01,2021,M006
T023582,U01669,2022-04-26,Grocery,Small Business,Recharge,48.86,Success,2022-04,2022,M015
T023583,U03543,2020-07-24,Other,Offline,Bill Payment,125.78,Success,2020-07,2020,M013
T023584,U02303,2024-06-14,Healthcare,Offline,UPI,423.45,Success,2024-06,2024,M003
T023585,U03280,2023-03-06,Utilities,Offline,UPI,138.58,Success,2023-03,2023,M009
T023586,U01208,2024-10-14,Other,Online,QR Code,636.03,Success,2024-10,2024,M015
T023587,U00403,2025-08-12,Bills,Large Merchant,QR Code,2212.68,Success,2025-08,2025,M002
T023588,U01039,2021-05-28,Other,Small Business,Online Payment,217.98,Success,2021-05,2021,M006
T023589,U02355,2023-10-22,Education,Large Merchant,UPI,195.74,Success,2023-10,2023,M015
T023590,U04300,2022-03-07,Travel,Offline,Recharge,1227.15,Pending,2022-03,2022,M005
T023591,U00993,2022-06-18,Utilities,Offline,UPI,671.15,Success,2022-06,2022,M019
T023592,U03434,2024-11-13,Food & Dining,Small Business,UPI,98.08,Success,2024-11,2024,M004
T023593,U04163,2023-11-07,Education,Offline,UPI,134.63,Success,2023-11,2023,M010
T023594,U03244,2025-07-14,Entertainment,Online,Recharge,266.33,Success,2025-07,2025,M019
T023595,U00806,2026-04-30,Education,Offline,Bill Payment,94.48,Success,2026-04,2026,M001
T023596,U04797,2021-07-07,Travel,Online,QR Code,145.3,Success,2021-07,2021,M017
T023597,U04677,2023-11-17,Healthcare,Small Business,Online Payment,358.35,Success,2023-11,2023,M006
T023598,U04199,2021-05-08,Fuel,Offline,UPI,966.16,Success,2021-05,2021,M016
T023599,U00751,2022-05-01,Fuel,Offline,QR Code,254.08,Success,2022-05,2022,M003
T023600,U00624,2025-08-03,Mobile Recharge,Offline,Bill Payment,1565.26,Success,2025-08,2025,M020
T023601,U02876,2022-03-19,Mobile Recharge,Offline,QR Code,167.15,Success,2022-03,2022,M013
T023602,U03104,2021-04-04,Shopping,Large Merchant,Online Payment,272.99,Success,2021-04,2021,M002
T023603,U03836,2024-05-08,Other,Online,Online Payment,179.15,Success,2024-05,2024,M009
T023604,U00919,2021-11-02,Fuel,Offline,UPI,78.75,Success,2021-11,2021,M016
T023605,U03611,2024-04-27,Food & Dining,Online,QR Code,240.02,Success,2024-04,2024,M005
T023606,U01493,2021-08-03,Shopping,Online,UPI,507.23,Failed,2021-08,2021,M004
T023607,U00821,2023-01-28,Fuel,Online,Bill Payment,314.26,Success,2023-01,2023,M005
T023608,U02719,2021-12-16,Other,Small Business,UPI,928.4,Success,2021-12,2021,M020
T023609,U03896,2020-07-26,Education,Offline,Recharge,403.89,Success,2020-07,2020,M017
T023610,U00586,2023-07-19,Shopping,Offline,UPI,455.06,Success,2023-07,2023,M009
T023611,U04505,2025-04-24,Education,Large Merchant,UPI,389.85,Success,2025-04,2025,M005
T023612,U01921,2026-01-17,Shopping,Small Business,Online Payment,185.07,Success,2026-01,2026,M008
T023613,U02774,2021-10-27,Travel,Online,UPI,109.89,Success,2021-10,2021,M001
T023614,U00901,2022-06-17,Fuel,Offline,UPI,132.82,Success,2022-06,2022,M008
T023615,U00161,2020-03-29,Utilities,Offline,Online Payment,614.13,Success,2020-03,2020,M019
T023616,U00949,2020-12-05,Food & Dining,Online,QR Code,795.01,Success,2020-12,2020,M016
